gene_id	lsv_id	lsv_type	mean_psi_per_lsv_junction	stdev_psi_per_lsv_junction	num_junctions	num_exons	junctions_coords	ir_coords
AT2G02860.Araport11.447	AT2G02860.Araport11.447:s:831210-831308	s|1e1.1o2|1e1.2o2	0.7554;0.2446	0.0541;0.0541	2	2	831108-831210;831083-831210	
AT1G47420.Araport11.447	AT1G47420.Araport11.447:s:17396815-17396919	s|1e1.1o1|2e1.1o1	0.0267;0.9733	0.0127;0.0127	2	2	17396707-17396818;17396707-17396815	
AT5G38720.Araport11.447	AT5G38720.Araport11.447:s:15510430-na	s|1e1.1o2|1e1.2o2	0.1387;0.8613	0.0803;0.0803	2	2	15510188-15510430;15510167-15510430	
AT2G02860.Araport11.447	AT2G02860.Araport11.447:s:830531-830630	s|1e1.1o1|2e1.1o1	0.0870;0.9130	0.0463;0.0463	2	2	830425-830537;830425-830531	
AT1G47510.Araport11.447	AT1G47510.Araport11.447:s:17437146-17437271	s|1e1.1o2|1e1.2o2	0.1242;0.8758	0.0586;0.0586	2	2	17437066-17437146;17437053-17437146	
AT3G27300.Araport11.447	AT3G27300.Araport11.447:t:10086115-10086332	t|1e1.1o1|1e2.1o1	0.9192;0.0808	0.0461;0.0461	2	3	10086332-10086606;10086332-10086412	
AT3G27300.Araport11.447	AT3G27300.Araport11.447:s:10084989-10085047	s|1e1.1o1|1e2.1o1	0.9758;0.0242	0.0147;0.0147	2	3	10084891-10084989;10084703-10084989	
AT1G47530.Araport11.447	AT1G47530.Araport11.447:s:na-17451993	s|1e1.1o2|1e1.2o2	0.9037;0.0963	0.0304;0.0304	2	2	17451993-17452389;17451993-17452393	
AT4G02195.Araport11.447	AT4G02195.Araport11.447:s:971555-971831	s|1e1.1o2|1e1.2o2	0.4119;0.5881	0.0825;0.0825	2	2	971241-971555;971225-971555	
AT2G44525.Araport11.447	AT2G44525.Araport11.447:s:18382459-18382575	s|1e1.1o1|1e2.1o1	0.9586;0.0414	0.0309;0.0309	2	3	18382575-18382860;18382575-18383036	
AT3G27300.Araport11.447	AT3G27300.Araport11.447:t:10084632-10084703	t|1e1.1o1|1e2.1o1	0.0267;0.9733	0.0150;0.0150	2	3	10084703-10084989;10084703-10084855	
AT2G44525.Araport11.447	AT2G44525.Araport11.447:t:18383036-18383136	t|1e1.1o1|1e2.1o1	0.0600;0.9400	0.0354;0.0354	2	3	18382575-18383036;18382894-18383036	
AT2G28880.Araport11.447	AT2G28880.Araport11.447:s:12400760-12400877	s|1e1.1o1|2e1.1o1	0.5092;0.4908	0.1499;0.1499	2	2	12400601-12400798;12400601-12400760	
AT1G47530.Araport11.447	AT1G47530.Araport11.447:s:17452674-17453019	s|1e1.1o2|1e1.2o2	0.0556;0.9444	0.0196;0.0196	2	2	17453019-17453099;17453019-17453116	
AT5G06160.Araport11.447	AT5G06160.Araport11.447:s:1866125-na	s|1e1.1o1|1e2.1o1	0.0982;0.9018	0.0535;0.0535	2	3	1866033-1866125;1865695-1866125	
AT1G47550.Araport11.447	AT1G47550.Araport11.447:s:17462054-17462227	s|1e1.1o1|2e1.1o1	0.7294;0.2706	0.0443;0.0443	2	2	17462224-17462309;17462227-17462309	
AT1G47720.Araport11.447	AT1G47720.Araport11.447:t:17562253-17562397	t|1e1.1o1|1e2.1o1	0.7500;0.2500	0.1125;0.1125	2	3	17562397-17562570;17562397-17562565	
AT1G18710.Araport11.447	AT1G18710.Araport11.447:s:6452076-6452205	s|1e1.1o1|1e2.1o1	0.1817;0.8183	0.0484;0.0484	2	3	6452205-6452410;6452205-6452446	
AT2G44530.Araport11.447	AT2G44530.Araport11.447:s:na-18383827	s|1e1.1o2|1e1.2o2	0.8885;0.1115	0.0395;0.0395	2	2	18383827-18383962;18383827-18383965	
AT4G02200.Araport11.447	AT4G02200.Araport11.447:s:973064-973229	s|1e1.1o1|2e1.1o1	0.9534;0.0466	0.0232;0.0232	2	2	973197-973530;973229-973530	
AT4G02200.Araport11.447	AT4G02200.Araport11.447:s:973530-973607	s|1e1.1o2|1e1.2o2	0.0387;0.9613	0.0176;0.0176	2	2	973607-973755;973607-973758	
AT5G06160.Araport11.447	AT5G06160.Araport11.447:t:1865582-1865695	t|1e1.1o1|1e2.1o1	0.7661;0.2339	0.0640;0.0640	2	3	1865695-1866125;1865695-1865988	
AT1G47870.Araport11.447	AT1G47870.Araport11.447:s:na-17635170	s|1e1.1o2|1e1.2o2	0.7700;0.2300	0.1081;0.1081	2	2	17635170-17635432;17635170-17635435	
AT1G48030.Araport11.447	AT1G48030.Araport11.447:s:17717421-na	s|1e1.1o1|1e2.1o1	0.7702;0.2298	0.0613;0.0613	2	3	17717320-17717421;17717316-17717421	
AT2G02910.Araport11.447	AT2G02910.Araport11.447:s:848125-848341	s|1e1.1o1|2e1.1o1	0.5686;0.4314	0.1262;0.1262	2	2	848044-848130;848044-848125	
AT2G28900.Araport11.447	AT2G28900.Araport11.447:s:12415207-12415258	s|1e1.1o1|1e2.1o1	0.9935;0.0065	0.0000;0.0001	2	3	12414955-12415207;12414827-12415207	
AT1G48090.Araport11.447	AT1G48090.Araport11.447:s:17743346-17743641	s|1e1.1o2|1e1.2o2	0.0543;0.9457	0.0345;0.0345	2	2	17743175-17743346;17743172-17743346	
AT5G06180.Araport11.447	AT5G06180.Araport11.447:s:1874063-1874212	s|1e1.1o1|2e1.1o1	0.2775;0.7225	0.1024;0.1024	2	2	1874201-1874305;1874212-1874305	
AT4G25880.Araport11.447	AT4G25880.Araport11.447:s:13158572-13158760	s|1e1.1o1|2e1.1o1	0.8734;0.1266	0.0438;0.0438	2	2	13158743-13159056;13158760-13159056	
AT2G28900.Araport11.447	AT2G28900.Araport11.447:t:12414794-12414827	t|1e1.1o1|1e2.1o1	0.0051;0.9949	0.0000;0.0001	2	3	12414827-12415207;12414827-12414924	
AT5G06180.Araport11.447	AT5G06180.Araport11.447:s:1874709-1874772	s|1e1.1o1|1e2.1o1	0.7868;0.2132	0.1237;0.1237	2	3	1874772-1874841;1874772-1875009	
AT5G57580.Araport11.447	AT5G57580.Araport11.447:s:23316115-23316318	s|1e1.1o1|1e2.1o1	0.9815;0.0185	0.0112;0.0112	2	3	23315927-23316115;23315607-23316115	
AT2G28900.Araport11.447	AT2G28900.Araport11.447:s:12414649-12414716	s|1e1.1o1|1e2.1o1	0.9959;0.0041	0.0000;0.0001	2	3	12414569-12414649;12414568-12414649	
AT5G06180.Araport11.447	AT5G06180.Araport11.447:t:1875009-1875117	t|1e1.1o1|1e2.1o1	0.2977;0.7023	0.1423;0.1423	2	3	1874772-1875009;1874934-1875009	
AT2G28910.Araport11.447	AT2G28910.Araport11.447:s:12417285-na	s|1e1.1o1|1e2.1o1	0.0265;0.9735	0.0145;0.0145	2	3	12417207-12417285;12417023-12417285	
AT5G57580.Araport11.447	AT5G57580.Araport11.447:t:na-23315607	t|1e1.1o1|1e2.1o1	0.0158;0.9842	0.0086;0.0086	2	3	23315607-23316115;23315607-23315696	
AT1G18730.Araport11.447	AT1G18730.Araport11.447:s:6460767-6460808	s|1e1.1o2|1e1.2o2	0.6201;0.3799	0.0477;0.0477	2	2	6460808-6460896;6460808-6460899	
AT2G28910.Araport11.447	AT2G28910.Araport11.447:t:na-12417023	t|1e1.1o1|1e2.1o1	0.9845;0.0155	0.0095;0.0095	2	3	12417023-12417285;12417023-12417126	
AT1G48090.Araport11.447	AT1G48090.Araport11.447:s:17740062-17740268	s|1e1.1o1|1e2.1o1	0.9211;0.0789	0.0513;0.0513	2	3	17739805-17740062;17739520-17740062	
AT5G06210.Araport11.447	AT5G06210.Araport11.447:s:1879180-1879286	s|1e1.1o1|1e2.1o1	0.0779;0.9221	0.0370;0.0370	2	3	1879286-1879359;1879286-1879369	
AT1G48090.Araport11.447	AT1G48090.Araport11.447:t:17739390-17739520	t|1e1.1o1|1e2.1o1	0.1059;0.8941	0.0555;0.0555	2	3	17739520-17740062;17739520-17739751	
AT1G48210.Araport11.447	AT1G48210.Araport11.447:s:na-17798584	s|1e1.1o2|1e1.2o2	0.8937;0.1063	0.0286;0.0286	2	2	17798584-17799518;17798584-17799521	
AT5G06220.Araport11.447	AT5G06220.Araport11.447:s:1883710-1883813	s|1e1.1o2|1e1.2o2	0.7286;0.2714	0.0774;0.0774	2	2	1883813-1883932;1883813-1883935	
AT2G28930.Araport11.447	AT2G28930.Araport11.447:t:12425033-12425352	t|1e1.1o1|1e2.1o1	0.8596;0.1404	0.0707;0.0707	2	3	12424593-12425033;12424602-12425033	
AT3G27325.Araport11.447	AT3G27325.Araport11.447:s:10096209-10096532	s|1e1.1o2|1e1.2o2	0.8724;0.1276	0.0596;0.0596	2	2	10096532-10096801;10096532-10096806	
AT3G27325.Araport11.447	AT3G27325.Araport11.447:s:10100790-10100871	s|1e1.1o2|1e1.2o2	0.1635;0.8365	0.0615;0.0615	2	2	10100871-10101013;10100871-10101016	
AT1G48310.Araport11.447	AT1G48310.Araport11.447:s:17851863-17851904	s|1e1.1o2|1e1.2o2	0.3127;0.6873	0.1157;0.1157	2	2	17851775-17851863;17851772-17851863	
AT1G08820.Araport11.447	AT1G08820.Araport11.447:s:2825167-na	s|1e1.1o1|1e2.1o1	0.0453;0.9547	0.0310;0.0310	2	3	2824915-2825167;2824476-2825167	
AT2G28940.Araport11.447	AT2G28940.Araport11.447:s:12428241-na	s|1e1.1o2|1e1.2o2	0.3095;0.6905	0.0687;0.0687	2	2	12427959-12428241;12427952-12428241	
AT1G18730.Araport11.447	AT1G18730.Araport11.447:s:6460896-6461073	s|1e1.1o1|2e1.1o1	0.0199;0.9801	0.0133;0.0133	2	2	6461069-6461174;6461073-6461174	
AT1G08820.Araport11.447	AT1G08820.Araport11.447:t:2824364-2824476	t|1e1.1o1|1e2.1o1	0.9271;0.0729	0.0384;0.0384	2	3	2824476-2825167;2824476-2824792	
AT4G25910.Araport11.447	AT4G25910.Araport11.447:s:na-13164229	s|1e1.1o2|1e1.2o2	0.9022;0.0978	0.0404;0.0404	2	2	13164229-13164315;13164229-13164356	
AT1G48310.Araport11.447	AT1G48310.Araport11.447:s:17848886-17849054	s|1e1.1o1|2e1.1o1	0.7546;0.2454	0.1117;0.1117	2	2	17848799-17849018;17848799-17848886	
AT4G02260.Araport11.447	AT4G02260.Araport11.447:s:987561-987638	s|1e1.1o2|1e1.2o2	0.9433;0.0567	0.0382;0.0382	2	2	987638-987730;987638-987735	
AT2G44680.Araport11.447	AT2G44680.Araport11.447:s:18427200-18427365	s|1e1.1o1|2e1.1o1	0.3873;0.6127	0.0547;0.0547	2	2	18427031-18427203;18427031-18427200	
AT1G48320.Araport11.447	AT1G48320.Araport11.447:t:na-17855368	t|1e1.1o1|1e2.1o1	0.0123;0.9877	0.0061;0.0061	2	3	17855368-17855484;17855368-17855452	
AT4G02260.Araport11.447	AT4G02260.Araport11.447:s:987976-988083	s|1e1.1o2|1e1.2o2	0.0621;0.9379	0.0360;0.0360	2	2	988083-988243;988083-988263	
AT4G02260.Araport11.447	AT4G02260.Araport11.447:s:988443-988503	s|1e1.1o2|1e1.2o2	0.1698;0.8302	0.0535;0.0535	2	2	988503-988616;988503-988619	
AT1G48360.Araport11.447	AT1G48360.Araport11.447:s:17871533-17871742	s|1e1.1o1|2e1.1o1	0.6232;0.3768	0.1165;0.1165	2	2	17871738-17871824;17871742-17871824	
AT4G02260.Araport11.447	AT4G02260.Araport11.447:s:989151-989309	s|1e1.1o2|1e1.2o2	0.0481;0.9519	0.0274;0.0274	2	2	989309-989413;989309-989426	
AT5G57630.Araport11.447	AT5G57630.Araport11.447:s:23342489-23342560	s|1e1.1o1|2e1.1o1	0.0931;0.9069	0.0251;0.0251	2	2	23342390-23342533;23342390-23342489	
AT3G27340.Araport11.447	AT3G27340.Araport11.447:s:10122354-10122418	s|1e1.1o1|1e2.1o1|2e1.1o1	0.3938;0.0304;0.5709	0.0652;0.0212;0.0633	3	3	10122413-10122539;10122413-10122568;10122418-10122539	
AT4G02260.Araport11.447	AT4G02260.Araport11.447:t:990749-990810	t|1e1.1o1|1e2.1o1	0.0433;0.9567	0.0256;0.0256	2	3	990617-990749;990662-990749	
AT4G25940.Araport11.447	AT4G25940.Araport11.447:s:13171630-13171743	s|1e1.1o2|1e1.2o2	0.1046;0.8954	0.0400;0.0400	2	2	13171562-13171630;13171554-13171630	
AT2G29020.Araport11.447	AT2G29020.Araport11.447:s:12470611-12470714	s|1e1.1o1|2e1.1o1	0.0204;0.9796	0.0151;0.0151	2	2	12470642-12471151;12470714-12471151	
AT5G06265.Araport11.447	AT5G06265.Araport11.447:s:na-1905383	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	0.4724;0.3132;0.0926;0.1193	0.0806;0.0641;0.0445;0.0524	4	3	1905383-1905779;1905383-1906564;1905383-1906567;1905383-1906653	
AT1G48410.Araport11.447	AT1G48410.Araport11.447:s:17890735-17890884	s|1e1.1o2|1e1.2o2|1e2.1o1	0.3927;0.5505;0.0697	0.0600;0.0569;0.0368	3	3	17890649-17890735;17890643-17890735;17890411-17890735	
AT2G44710.Araport11.447	AT2G44710.Araport11.447:s:na-18433181	s|1e1.1o1|1e2.1o1	0.7470;0.2530	0.1055;0.1055	2	3	18433181-18433482;18433181-18434827	
AT5G38895.Araport11.447	AT5G38895.Araport11.447:t:15571937-15572203	t|1e1.1o1|1e2.1o1|2e1.1o1	0.5635;0.1214;0.3235	0.1024;0.0645;0.0956	3	3	15571636-15571937;15571789-15571937;15571636-15571954	
AT1G48410.Araport11.447	AT1G48410.Araport11.447:t:17890302-17890411	t|1e1.1o1|1e2.1o1	0.0559;0.9441	0.0275;0.0275	2	3	17890411-17890735;17890411-17890510	
AT2G44710.Araport11.447	AT2G44710.Araport11.447:t:18434827-18435048	t|1e1.1o1|1e2.1o1	0.1848;0.8152	0.0800;0.0800	2	3	18433181-18434827;18434542-18434827	
AT5G57700.Araport11.447	AT5G57700.Araport11.447:s:na-23374983	s|1e1.1o3|1e1.2o3|1e1.3o3	0.1136;0.3451;0.5245	0.0688;0.1028;0.1130	3	2	23374983-23375273;23374983-23375283;23374983-23375290	
AT5G38900.Araport11.447	AT5G38900.Araport11.447:s:15575546-na	s|1e1.1o2|1e1.2o2	0.9327;0.0673	0.0388;0.0388	2	2	15574956-15575546;15574950-15575546	
AT5G06265.Araport11.447	AT5G06265.Araport11.447:t:1906564-1906766	t|1e1.1o1|1e2.1o1|2e1.1o1|3e1.1o1	0.4944;0.1447;0.1445;0.2079	0.0941;0.0695;0.0658;0.0779	4	3	1905383-1906564;1906172-1906564;1905383-1906567;1905383-1906653	
AT2G44750.Araport11.447	AT2G44750.Araport11.447:s:18452087-18452188	s|1e1.1o2|1e1.2o2	0.7317;0.2683	0.0799;0.0799	2	2	18452188-18452274;18452188-18452280	
AT2G29110.Araport11.447	AT2G29110.Araport11.447:s:12508587-na	s|1e1.1o2|1e1.2o2	0.8961;0.1039	0.0403;0.0403	2	2	12508431-12508587;12508418-12508587	
AT1G48420.Araport11.447	AT1G48420.Araport11.447:s:17897897-17897988	s|1e1.1o2|1e1.2o2	0.9854;0.0146	0.0090;0.0090	2	2	17897770-17897897;17897759-17897897	
AT5G57740.Araport11.447	AT5G57740.Araport11.447:s:23396637-23396708	s|1e1.1o2|2e1.2o2	0.3989;0.6011	0.1305;0.1305	2	2	23396585-23396670;23396537-23396637	
AT1G48430.Araport11.447	AT1G48430.Araport11.447:s:17905630-17905719	s|1e1.1o2|1e1.2o2	0.1983;0.8017	0.0696;0.0696	2	2	17905437-17905630;17905432-17905630	
AT4G02400.Araport11.447	AT4G02400.Araport11.447:s:1054787-1054916	s|1e1.1o1|1e2.1o1	0.8727;0.1273	0.0628;0.0628	2	3	1054916-1055005;1054916-1055008	
AT1G08830.Araport11.447	AT1G08830.Araport11.447:s:2827680-2827775	s|1e1.1o2|1e1.2o2	0.9956;0.0044	0.0001;0.0000	2	2	2827775-2827872;2827775-2827874	
AT1G18750.Araport11.447	AT1G18750.Araport11.447:t:6467263-6467450	t|1e1.1o1|1e2.1o1	0.6910;0.3090	0.1569;0.1569	2	3	6467169-6467263;6467178-6467263	
AT5G57815.Araport11.447	AT5G57815.Araport11.447:s:na-23426764	s|1e1.1o2|1e1.2o2	0.9203;0.0797	0.0329;0.0329	2	2	23426764-23427226;23426764-23427282	
AT1G48430.Araport11.447	AT1G48430.Araport11.447:s:17903957-17904100	s|1e1.1o1|2e1.1o1	0.0381;0.9619	0.0224;0.0224	2	2	17903887-17903984;17903887-17903957	
AT4G02400.Araport11.447	AT4G02400.Araport11.447:s:1056329-1056637	s|1e1.1o2|1e1.2o2	0.8455;0.1545	0.0714;0.0714	2	2	1056637-1056725;1056637-1056728	
AT4G26070.Araport11.447	AT4G26070.Araport11.447:s:13218539-13218763	s|1e1.1o1|2e1.1o1	0.1856;0.8144	0.0417;0.0417	2	2	13218759-13218863;13218763-13218863	
AT1G48450.Araport11.447	AT1G48450.Araport11.447:t:17909672-17909967	t|1e1.1o1|1e2.1o1	0.9729;0.0271	0.0176;0.0176	2	3	17909967-17910214;17909967-17910210	
AT4G02450.Araport11.447	AT4G02450.Araport11.447:s:1074785-1074941	s|1e1.1o2|1e1.2o2	0.9750;0.0250	0.0148;0.0148	2	2	1074677-1074785;1074668-1074785	
AT2G44860.Araport11.447	AT2G44860.Araport11.447:s:18502447-na	s|1e1.1o2|1e1.2o2	0.9589;0.0411	0.0208;0.0208	2	2	18502158-18502447;18502148-18502447	
AT1G08890.Araport11.447	AT1G08890.Araport11.447:s:2849796-2849860	s|1e1.1o2|1e1.2o2	0.8935;0.1065	0.0258;0.0258	2	2	2849860-2849952;2849860-2849966	
AT1G18773.Araport11.447	AT1G18773.Araport11.447:s:na-6475215	s|1e1.1o1|1e2.1o1	0.5791;0.4209	0.1472;0.1472	2	3	6475215-6475381;6475215-6475613	
AT1G48490.Araport11.447	AT1G48490.Araport11.447:s:17928054-na	s|1e1.1o2|1e1.2o2	0.1215;0.8785	0.0668;0.0668	2	2	17927898-17928054;17927895-17928054	
AT5G57860.Araport11.447	AT5G57860.Araport11.447:s:na-23437729	s|1e1.1o3|1e1.2o3|1e1.3o3	0.2351;0.5843;0.2013	0.0564;0.0828;0.0673	3	2	23437729-23437920;23437729-23437925;23437729-23437956	
AT4G02460.Araport11.447	AT4G02460.Araport11.447:s:1077544-1077612	s|1e1.1o2|1e1.2o2	0.6448;0.3552	0.1670;0.1670	2	2	1077379-1077544;1077372-1077544	
AT5G57870.Araport11.447	AT5G57870.Araport11.447:s:23440764-23440871	s|1e1.1o1|2e1.1o1	0.0682;0.9318	0.0348;0.0348	2	2	23440859-23440962;23440871-23440962	
AT1G08890.Araport11.447	AT1G08890.Araport11.447:s:2849952-2850052	s|1e1.1o1|2e1.1o1	0.9499;0.0501	0.0190;0.0190	2	2	2850044-2850137;2850052-2850137	
AT4G02480.Araport11.447	AT4G02480.Araport11.447:s:1084456-1084557	s|1e1.1o2|1e1.2o2	0.0180;0.9820	0.0110;0.0110	2	2	1084387-1084456;1084378-1084456	
AT2G44920.Araport11.447	AT2G44920.Araport11.447:s:18525513-18525646	s|1e1.1o1|2e1.1o1	0.9713;0.0287	0.0198;0.0198	2	2	18525608-18525731;18525646-18525731	
AT1G48520.Araport11.447	AT1G48520.Araport11.447:s:17941238-17941378	s|1e1.1o2|1e1.2o2	0.9603;0.0397	0.0266;0.0266	2	2	17941378-17941449;17941378-17941456	
AT4G02480.Araport11.447	AT4G02480.Araport11.447:s:1083935-1084031	s|1e1.1o2|1e1.2o2	0.9830;0.0170	0.0103;0.0102	2	2	1083855-1083935;1083836-1083935	
AT5G57940.Araport11.447	AT5G57940.Araport11.447:t:23457016-23457144	t|1e1.1o1|1e2.1o1	0.8027;0.1973	0.0666;0.0666	2	3	23456666-23457016;23456897-23457016	
AT1G48550.Araport11.447	AT1G48550.Araport11.447:s:17951944-17952033	s|1e1.1o2|1e1.2o2	0.7852;0.2148	0.0599;0.0599	2	2	17951855-17951944;17951839-17951944	
AT4G02480.Araport11.447	AT4G02480.Araport11.447:s:1082858-1083042	s|1e1.1o2|1e1.2o2	0.9853;0.0147	0.0066;0.0066	2	2	1082766-1082858;1082733-1082858	
AT5G57940.Araport11.447	AT5G57940.Araport11.447:s:23458672-23458982	s|1e1.1o2|1e1.2o2	0.0715;0.9285	0.0502;0.0502	2	2	23458982-23459088;23458982-23459123	
AT1G08890.Araport11.447	AT1G08890.Araport11.447:s:2850137-2850217	s|1e1.1o1|1e2.1o1	0.9892;0.0108	0.0067;0.0067	2	3	2850217-2850477;2850217-2850679	
AT2G29190.Araport11.447	AT2G29190.Araport11.447:s:12548181-na	s|1e1.1o1|1e2.1o1	0.6352;0.3648	0.0820;0.0820	2	3	12548093-12548181;12548077-12548181	
AT1G48830.Araport11.447	AT1G48830.Araport11.447:s:18061243-na	s|1e1.1o2|1e1.2o2	0.8619;0.1381	0.0672;0.0672	2	2	18060978-18061243;18060963-18061243	
AT4G02485.Araport11.447	AT4G02485.Araport11.447:s:1093451-1093609	s|1e1.1o1|2e1.1o1	0.3800;0.6200	0.1400;0.1400	2	2	1093604-1094153;1093609-1094153	
AT4G02510.Araport11.447	AT4G02510.Araport11.447:t:1111186-1111272	t|1e1.1o1|2e2.1o1	0.0007;0.9993	0.0000;0.0000	2	3	1111080-1111186;1111112-1111224	
AT1G08890.Araport11.447	AT1G08890.Araport11.447:s:2850679-2850722	s|1e1.1o1|1e2.1o1	0.9247;0.0753	0.0276;0.0276	2	3	2850722-2850815;2850722-2851117	
AT5G57950.Araport11.447	AT5G57950.Araport11.447:s:23460991-23461111	s|1e1.1o1|2e1.1o1	0.8593;0.1407	0.0640;0.0640	2	2	23461051-23461343;23461111-23461343	
AT1G48850.Araport11.447	AT1G48850.Araport11.447:s:18066051-18066213	s|1e1.1o1|2e1.1o1	0.9754;0.0246	0.0132;0.0132	2	2	18065986-18066082;18065986-18066051	
AT1G48920.Araport11.447	AT1G48920.Araport11.447:s:18100521-18100627	s|1e1.1o2|1e1.2o2	0.9925;0.0075	0.0019;0.0019	2	2	18100627-18100716;18100627-18100725	
AT4G02520.Araport11.447	AT4G02520.Araport11.447:s:1111186-1111272	s|1e1.1o1|2e2.1o1	0.9993;0.0007	0.0000;0.0000	2	3	1111112-1111224;1111080-1111186	
AT4G02530.Araport11.447	AT4G02530.Araport11.447:s:1113678-na	s|1e1.1o2|1e1.2o2	0.0163;0.9837	0.0100;0.0100	2	2	1112943-1113678;1112936-1113678	
AT4G26140.Araport11.447	AT4G26140.Araport11.447:s:13245421-13245526	s|1e1.2o2|2e1.1o2	0.5317;0.4683	0.1558;0.1558	2	2	13245334-13245431;13245337-13245421	
AT1G48920.Araport11.447	AT1G48920.Araport11.447:s:18100716-18100889	s|1e1.1o1|2e1.1o1	0.0057;0.9943	0.0005;0.0006	2	2	18100876-18100987;18100889-18100987	
AT4G26140.Araport11.447	AT4G26140.Araport11.447:s:13245233-13245337	s|1e1.1o2|2e1.2o2	0.5385;0.4615	0.1253;0.1253	2	2	13245160-13245253;13245145-13245233	
AT1G08890.Araport11.447	AT1G08890.Araport11.447:t:2850679-2850722	t|1e1.1o1|1e2.1o1	0.0168;0.9832	0.0124;0.0124	2	3	2850217-2850679;2850561-2850679	
AT4G26140.Araport11.447	AT4G26140.Araport11.447:s:13245042-13245160	s|1e1.1o2|2e1.2o2	0.4519;0.5481	0.1493;0.1493	2	2	13244974-13245074;13244946-13245042	
AT2G29210.Araport11.447	AT2G29210.Araport11.447:s:12559081-12559155	s|1e1.1o2|1e1.2o2	0.5410;0.4590	0.0711;0.0711	2	2	12559155-12559242;12559155-12559292	
AT4G26140.Araport11.447	AT4G26140.Araport11.447:s:13243914-13244030	s|1e1.1o2|2e1.2o2	0.5855;0.4145	0.1313;0.1313	2	2	13243832-13243920;13243797-13243914	
AT4G02550.Araport11.447	AT4G02550.Araport11.447:s:1121858-na	s|1e1.1o2|1e1.2o2	0.1457;0.8543	0.0535;0.0535	2	2	1121648-1121858;1121631-1121858	
AT1G08890.Araport11.447	AT1G08890.Araport11.447:t:2851117-2851170	t|1e1.1o1|1e2.1o1	0.0728;0.9272	0.0232;0.0232	2	3	2850722-2851117;2851028-2851117	
AT4G02550.Araport11.447	AT4G02550.Araport11.447:s:1121276-1121648	s|1e1.1o2|1e1.2o2	0.9357;0.0643	0.0258;0.0258	2	2	1121191-1121276;1121181-1121276	
AT1G49040.Araport11.447	AT1G49040.Araport11.447:s:18146521-18146634	s|1e1.1o2|1e1.2o2	0.8659;0.1341	0.0586;0.0586	2	2	18146439-18146521;18146432-18146521	
AT5G06340.Araport11.447	AT5G06340.Araport11.447:s:1937176-1937295	s|1e1.1o1|2e1.1o1	0.9735;0.0265	0.0160;0.0160	2	2	1937268-1937409;1937295-1937409	
AT5G39510.Araport11.447	AT5G39510.Araport11.447:s:15823096-15823266	s|1e1.1o1|1e2.1o1	0.0515;0.9485	0.0155;0.0155	2	3	15823266-15823425;15823266-15823439	
AT3G27460.Araport11.447	AT3G27460.Araport11.447:s:10160880-10160956	s|1e1.1o3|1e1.2o3|1e1.3o3	0.1577;0.2742;0.5656	0.0622;0.0775;0.0890	3	2	10160679-10160880;10160673-10160880;10160670-10160880	
AT1G49040.Araport11.447	AT1G49040.Araport11.447:s:18142103-18142269	s|1e1.1o1|2e1.1o1	0.0870;0.9130	0.0425;0.0425	2	2	18141528-18142120;18141528-18142103	
AT1G16180.Araport11.447	AT1G16180.Araport11.447:s:na-5540531	s|1e1.1o2|1e1.2o2	0.0796;0.9204	0.0318;0.0318	2	2	5540531-5540860;5540531-5540863	
AT5G57960.Araport11.447	AT5G57960.Araport11.447:t:23465807-23465949	t|1e1.1o1|1e2.1o1	0.8033;0.1967	0.0912;0.0912	2	3	23465949-23466149;23465949-23466029	
AT1G08900.Araport11.447	AT1G08900.Araport11.447:s:2852716-2852778	s|1e1.1o2|1e1.2o2	0.0775;0.9225	0.0449;0.0449	2	2	2852778-2852864;2852778-2852906	
AT4G02560.Araport11.447	AT4G02560.Araport11.447:s:1126620-1126713	s|1e1.1o3|1e1.2o3|1e1.3o3	0.1257;0.7352;0.1208	0.0658;0.0846;0.0620	3	2	1126527-1126620;1126522-1126620;1126509-1126620	
AT2G44950.Araport11.447	AT2G44950.Araport11.447:s:18547789-18547950	s|1e1.1o2|1e1.2o2	0.3133;0.6867	0.0996;0.0996	2	2	18547708-18547789;18547705-18547789	
AT1G49160.Araport11.447	AT1G49160.Araport11.447:s:18181781-18181903	s|1e1.1o1|1e2.1o1	0.8841;0.1159	0.0605;0.0605	2	3	18181650-18181781;18181471-18181781	
AT2G29310.Araport11.447	AT2G29310.Araport11.447:s:na-12590132	s|1e1.1o2|1e1.2o2	0.1386;0.8614	0.0540;0.0540	2	2	12590132-12590228;12590132-12590233	
AT2G44950.Araport11.447	AT2G44950.Araport11.447:s:18543962-18544034	s|1e1.1o2|1e1.2o2	0.1219;0.8781	0.0532;0.0532	2	2	18543886-18543962;18543869-18543962	
AT1G49160.Araport11.447	AT1G49160.Araport11.447:t:18181244-18181471	t|1e1.1o1|1e2.1o1	0.1260;0.8740	0.0632;0.0632	2	3	18181471-18181781;18181471-18181613	
AT1G08900.Araport11.447	AT1G08900.Araport11.447:s:2853271-2853336	s|1e1.1o2|1e1.2o2	0.9441;0.0559	0.0307;0.0307	2	2	2853336-2853436;2853336-2853455	
AT4G02570.Araport11.447	AT4G02570.Araport11.447:s:na-1128663	s|1e1.1o2|1e1.2o2	0.7904;0.2096	0.0943;0.0943	2	2	1128663-1128758;1128663-1128761	
